portal,published_date,author,headline,url_link,sentiment_label,sentiment_score
The Week,24-08-2024,Web Desk,Who was Nari Hira? The founder of Stardust magazine dies at 86,https://www.theweek.in/news/entertainment/2024/08/24/who-was-nari-hira-the-founder-of-stardust-magazine-dies-at-86.html,Neutral,0.956033289
The Week,24-08-2024,Web Desk,'Kalki 2898 AD' director Nag Ashwin reacts to Arshad Warsi’s 'joker' remark about Prabhas,https://www.theweek.in/news/entertainment/2024/08/24/heres-what-kalki-2898-ad-director-nag-ashwin-said-about-arshad-warsis-joker-remark.html,Neutral,0.983263671
The Week,24-08-2024,Web Desk,Kerala minister Saji Cheriyan defends director Ranjith after Sreelekha Mitra's allegations,https://www.theweek.in/news/entertainment/2024/08/24/kerala-minister-saji-cherian-defends-director-ranjith-after-sreelakha-mitras-allegations.html,Neutral,0.864263237
The Week,24-08-2024,S. Sivadas,The theory of airports and haircuts,https://www.theweek.in/leisure/society/2024/08/24/the-theory-of-airports-and-haircuts.html,Neutral,0.971420646
The Wire,24-08-2024,The Wire Staff,"‘I Cannot Live’: Dalit Cop in Rajasthan Kills Self Over Alleged Harassment by Superiors, Journalist - The Wire",https://thewire.in/news/i-cannot-live-dalit-cop-suicide-rajasthan-alleged-harassment,Negative,0.979443252
The Wire,24-08-2024,Sucheta Dalal,"How SEBI, RBI and IRDAI Turned a Blind Eye for Years as Reliance Capital Crumbled",https://thewire.in/business/sebi-rbi-irdai-blind-eye-reliance-capital-anil-ambani,Negative,0.905805826
The Wire,24-08-2024,The Wire Staff,A Tour of Kozhikode's ‘Literature Park’ and Two of Its Libraries - The Wire,https://thewire.in/culture/kozhikode-literature-park-tour-two-libraries,Neutral,0.973362207
The Wire,24-08-2024,The Wire Staff,Rajasthan Revokes Ban on Government Employees Participating in RSS Activities: Report,https://thewire.in/government/rajasthan-lifts-ban-government-rss-activities-report,Neutral,0.681426108
The Wire,24-08-2024,The Wire Staff,"Corporate India's Stock-to-Sales Ratio Remains High at 65.4%, Yet to Fall to Pre-Pandemic Levels - The Wire",https://thewire.in/business/corporate-indias-stock-to-sales-ratio-remains-high-at-65-4-yet-to-fall-to-pre-pandemic-levels,Neutral,0.967827022
The Wire,24-08-2024,Dipa Sinha,How Reservations Ensure Democratisation of Public Services,https://thewire.in/rights/how-reservations-ensure-democratisation-of-public-services,Neutral,0.666894794
The Wire,24-08-2024,Anuradha Bhasin,Assembly Polls in J&K After 10 Years: Delimitation and Other Factors That Will Influence the Outcome,https://thewire.in/politics/elections-in-jk-after-10-years-a-closer-look-at-the-factors-that-will-influence-the-outcome,Neutral,0.980381727
The Wire,24-08-2024,The Wire Staff,"SIT Files 2,000+ Page Chargesheet Against Prajwal Revanna in Rape Case: Reports",https://thewire.in/news/sit-files-chargesheet-case-prajwal-hd-revanna,Neutral,0.969985902
The Wire,24-08-2024,The Wire Staff,Jharkhand: Tightrope Walk for the BJP as it Aims to Induct Champai Soren Amid Party Infighting - The Wire,https://thewire.in/politics/jharkhand-tightrope-walk-for-the-bjp-as-it-aims-to-induct-champai-soren-amid-party-infighting,Neutral,0.63530165
The Wire,24-08-2024,The Wire Staff,"Army's Surveillance Drone Strays Across LoC into Pakistan, India Seeks its Return - The Wire",https://thewire.in/security/armys-surveillance-drone-strays-across-loc-into-pakistan-india-seeks-its-return,Neutral,0.974752963
The Wire,24-08-2024,The Wire Staff,Interpreting India's Middle-Income Trap Position and its Implications - The Wire,https://thewire.in/economy/interpreting-indias-middle-income-trap-position-and-its-implications,Neutral,0.980892479
The Wire,24-08-2024,The Wire Staff,Lucknow: Muslim Zomato Delivery Agent Beaten Up Allegedly Over His Identity - The Wire,https://thewire.in/communalism/lucknow-muslim-zomato-delivery-agent-beaten-up-allegedly-over-his-identity,Negative,0.773310244
The Wire,24-08-2024,The Wire Staff,"Remembering Ustad Bismillah Khan, a Shining Example of India's Syncretic Culture - The Wire",https://thewire.in/culture/remembering-ustad-bismillah-khan-a-shining-example-of-indias-syncretic-culture,Positive,0.913287222
The Wire,24-08-2024,The Wire Staff,Maharashtra: Will the Badlapur Blot Blunt the Impact of the ‘Darling’ Scheme? - The Wire,https://thewire.in/politics/will-badlapur-blot-blunt-impact-of-darling-scheme,Neutral,0.908158243
The Wire,24-08-2024,The Wire Staff,"Manipur Tapes: CM's Brother, Arambai Tenggol Founder's Threats To 'Traitors' Who Leaked Tapes to 'Enemy' Contradict Biren's 'Doctored' Claim - The Wire",https://thewire.in/government/manipur-tapes-arambai-tenggol-founder-biren-singh-brother-threat-meitei,Negative,0.67908138
National Herald,24-08-2024,Kislaya,Jharkhand Diary: It’s advantage INDIA in this mineral-rich state,https://nationalheraldindia.com/national/jharkhand-diary-its-advantage-india-in-this-mineral-rich-state,Neutral,0.837700665
National Herald,24-08-2024,PTI,"BJP seeks date change for Haryana polls; Congress, AAP say party sensing defeat",https://nationalheraldindia.com/national/bjp-seeks-date-change-for-haryana-polls-congress-aap-say-party-sensing-defeat,Negative,0.687176943
National Herald,24-08-2024,PTI,"'Bulldozer justice' completely unacceptable, must stop: Priyanka Gandhi",https://nationalheraldindia.com/national/bulldozer-justice-completely-unacceptable-must-stop-priyanka-gandhi,Negative,0.981995583
National Herald,24-08-2024,PTI,25 cheetahs set to roam free in Kuno after year-long enclosure stay,https://nationalheraldindia.com/national/25-cheetahs-set-to-roam-free-in-kuno-after-year-long-enclosure-stay,Neutral,0.94605881
The Print,25-08-2024,Moushumi Das Gupta,Who are Bengal’s civic volunteers & how force has become ‘political tool to reward loyal party workers’,https://theprint.in/india/who-are-bengals-civic-volunteers-how-force-has-become-political-tool-to-reward-loyal-party-workers/2237814/,Neutral,0.966502666
The Print,25-08-2024,D.K. Singh,Engineer Rashid set to queer the pitch for Abdullahs and Muftis in Kashmir polls,https://theprint.in/politics/engineer-rashid-set-to-queer-the-pitch-for-abdullahs-and-muftis-in-kashmir-polls/2237869/,Neutral,0.982626736
The Print,25-08-2024,Ananya Bhardwaj,"Revolution to ‘rebuilding’ nation. After ‘ending dictatorship’, Bangladesh students now lead flood relief",https://theprint.in/world/revolution-to-rebuilding-nation-after-ending-dictatorship-bangladesh-students-now-lead-flood-relief/2237644/,Positive,0.745131135
The Print,25-08-2024,Mayank Kumar,Amit Shah wants India to be Naxal-free by 2026. Inside Chhattisgarh meeting where a plan was laid out,https://theprint.in/india/amit-shah-wants-india-to-be-naxal-free-by-2026-inside-chhattisgarh-meeting-where-a-plan-was-laid-out/2237669/,Neutral,0.851293683
The Print,25-08-2024,Theprint Team,India’s defence industry now supplies to over 90 countries. Guess who is the biggest importer,https://theprint.in/best-of-theprint-icymi/indias-defence-industry-now-supplies-to-over-90-countries-guess-who-is-the-biggest-importer/2237748/,Neutral,0.930537462
The Print,25-08-2024,Praveen Swami,Pakistan’s battle with bandits shows why it is losing all wars within,https://theprint.in/opinion/security-code/pakistans-battle-with-bandits-shows-why-it-is-losing-all-wars-within/2237018/,Negative,0.966180921
The Print,25-08-2024,Aneesa Pa,Tamil Nadu is on a mangrove mission to create ‘bio-shields’. Villagers are on the frontlines,https://theprint.in/ground-reports/tamil-nadu-is-on-a-mangrove-mission-to-create-bio-shields-villagers-are-on-the-frontlines/2231305/,Neutral,0.970364273
The Print,25-08-2024,Karen Lema,China & Philippines clash in disputed waters of South China Sea overshadows efforts to rebuild trust,https://theprint.in/world/china-philippines-clash-in-south-china-sea-despite-efforts-to-rebuild-trust/2237931/,Negative,0.580427706
The Print,25-08-2024,ANI,"FIR against 12,000+ including Jharkhand BJP chief Marandi after BJYM rally sees clash with cops",https://theprint.in/india/fir-against-12000-including-jharkhand-bjp-chief-marandi-after-bjym-rally-sees-clash-with-cops/2237990/,Negative,0.638694882
The Print,25-08-2024,ANI,"‘Crimes against women an unforgivable sin,’ says Modi. Assures strict punishment, swift justice",https://theprint.in/india/crimes-against-women-an-unforgivable-sin-says-modi-assures-strict-punishment-swift-justice/2237970/,Negative,0.868713796
The Print,25-08-2024,PTI,"Main accused in Kolkata rape-murder case, Sanjay Roy undergoing polygraph test at Presidency Jail",https://theprint.in/india/kolkata-rape-murder-main-accused-sanjay-roy-undergoing-lie-detection-test-at-presidency-jail/2237766/,Neutral,0.878129065
The Print,25-08-2024,Zafar Sobhan,Hindus are not in danger in Bangladesh. Minorities are safer there than in India,https://theprint.in/opinion/hindus-are-not-in-danger-in-bangladesh-minorities-are-safer-there-than-in-india/2237712/,Neutral,0.889659643
The Print,25-08-2024,Deepali Bhardwaj,"These skincare products that do more harm than good—makeup wipes, apricot scrub, loofahs",https://theprint.in/opinion/these-skincare-products-that-do-more-harm-than-good-makeup-wipes-apricot-scrub-loofahs/2236111/,Negative,0.98338002
The Print,25-08-2024,Kushan Mitra,EV lifespan is getting shorter. They are becoming like smartphones,https://theprint.in/opinion/ev-lifespan-is-getting-shorter-they-are-becoming-like-smartphones/2236789/,Negative,0.750320733
The Print,25-08-2024,Ratan Priya,Dating app bios are where the game happens. And it’s not just about how tall you are,https://theprint.in/opinion/the-dating-story/dating-app-bios-are-where-the-game-happens-and-its-not-just-about-how-tall-you-are/2235919/,Neutral,0.928114176
The Print,25-08-2024,Prabhakar Tamilarasu,"Unable to take oath & facing threats, Dalit woman president of a TN panchayat & her fight for justice",https://theprint.in/india/unable-to-take-oath-facing-threats-dalit-woman-president-of-a-tn-panchayat-her-fight-for-justice/2237269/,Negative,0.667487442
The Print,25-08-2024,Theprint Team,"Our take on lateral entry, Hema Commission & India’s defence exports—in 50 words",https://theprint.in/50-word-edit/our-take-on-lateral-entry-hema-commission-indias-defence-exports-in-50-words/2235269/,Neutral,0.972664177
The Print,25-08-2024,Akanksha Mishra,How a collision with NASA spacecraft may have knocked an asteroid moon off course & out of shape,https://theprint.in/scientifix/how-a-collision-with-nasa-spacecraft-may-have-knocked-an-asteroid-moon-off-course-out-of-shape/2237308/,Neutral,0.627623379
The Print,25-08-2024,Map Academy,How Jamini Roy infused his art with India’s folk traditions,https://theprint.in/pageturner/excerpt/how-jamini-roy-infused-his-art-with-indias-folk-traditions/2237075/,Neutral,0.971718073
The Print,25-08-2024,Triya Gulati,"‘Dosti’ was 1964’s breakout hit. A Bollywood film with no romance, hero-villain drama",https://theprint.in/feature/reel-take/dosti-was-1964s-breakout-hit-a-bollywood-film-with-no-romance-hero-villain-drama/2237046/,Neutral,0.589542687
The Print,25-08-2024,Dhwani Pandya,Adani’s Dharavi slum revamp struggles to secure land for rehabilitating poor,https://theprint.in/india/billionaire-adanis-mumbai-slum-revamp-struggles-to-secure-land-in-potential-setback/2237621/,Neutral,0.582701623
The Print,25-08-2024,Philipp CarlssonSzlezak,The world will not be without work because of AI,https://theprint.in/tech/the-world-will-not-be-without-work-because-of-ai/2238101/,Negative,0.65490669
The Print,25-08-2024,Priya Ranjan Dasmunsi,Any Bengali who wears a lungi & has a job is considered Bangladeshi—PR Dasmunsi,https://theprint.in/opinion/great-speeches/any-bengali-who-wears-a-lungi-has-a-job-is-considered-bangladeshi-pr-dasmunsi/2235111/,Neutral,0.814683139
Maktoobmedia,25-08-2024,Gafira Qadir,“I’m scared”: Indian women after rise in rape cases,https://maktoobmedia.com/india/iam-scared-indian-women-after-rise-in-rape-cases/,Negative,0.982644379
Maktoobmedia,25-08-2024,Maktoob Staff,"Don’t field candidates against NC-Cong nominees in J&K polls, our agenda same: Omar Abdullah to PDP",https://maktoobmedia.com/india/dont-field-candidates-against-nc-cong-nominees-in-jk-polls-our-agenda-same-omar-abdullah-to-pdp/,Neutral,0.891192615
Maktoobmedia,25-08-2024,Sariya Imam,Telangana: Survey highlights harsh working conditions for gig workers amidst extreme heat waves,https://maktoobmedia.com/india/telangana-survey-highlights-harsh-working-conditions-for-gig-workers-amidst-extreme-heat-waves/,Negative,0.887515068
Maktoobmedia,25-08-2024,Maktoob Staff,“They asked my name…”: Muslim Zomato delivery agent assaulted by Hindu men in UP,https://maktoobmedia.com/india/they-asked-my-name-muslim-zomato-delivery-agent-assaulted-by-hindu-men-in-up/,Negative,0.865796864
Maktoobmedia,25-08-2024,Maktoob Staff,Kerala Film Academy chairman Ranjith faces sexual abuse allegations from Bengali female actor Sreelekha Mitra,https://maktoobmedia.com/india/kerala-film-academy-chairman-ranjith-faces-sexual-abuse-allegations-from-bengali-female-actor-sreelekha-mitra/,Negative,0.826982021
Maktoobmedia,25-08-2024,Maktoob Staff,"Hezbollah says it fired more than 320 rockets at Israel, ‘first phase’ of attack over",https://maktoobmedia.com/world/hezbollah-says-it-fired-more-than-320-rockets-at-israel-first-phase-of-attack-over/,Neutral,0.691312253
The News Minute,25-08-2024,Sukanya Shaji,Why three women’s responses to Hema Committee report call for a feminist introspection,https://www.thenewsminute.com/kerala/why-three-womens-responses-to-hema-committee-report-call-for-a-feminist-introspection,Neutral,0.977975905
The News Minute,25-08-2024,Tnm Staff,Hema Committee report: Feminist lawyers’ group offers to help survivors file complaints,https://www.thenewsminute.com/kerala/hema-committee-report-feminist-lawyers-group-offers-to-help-survivors-file-complaints,Neutral,0.897869885
The News Minute,25-08-2024,Tnm Staff,"Ranjith dismisses sexual harassment allegations, claims they are politically motivated",https://www.thenewsminute.com/kerala/ranjith-dismisses-sexual-harassment-allegations-claims-they-are-politically-motivated,Negative,0.818280101
The News Minute,25-08-2024,Tnm Staff,Ranjith resigns as Kerala Chalachitra Academy chair amid harassment allegation,https://www.thenewsminute.com/kerala/ranjith-resigns-as-kerala-chalachitra-academy-chair-amid-harassment-allegation,Neutral,0.601211429
The Week,25-08-2024,Web Desk,‘Why haven’t you fulfilled OPS promises?’: BJP’s retort to Congress’s ‘U-turn’ jibe,https://www.theweek.in,Neutral,0.73079133
The Week,25-08-2024,Web Desk,Israel-Hezbollah conflict: Netanyahu says ‘not end of the story’ as both sides halt offensive,https://www.theweek.in/news/world/2024/08/25/israel-hezbollah-conflict-netanyahu-says-not-end-of-the-story-as-both-sides-halt-offensive.html,Neutral,0.710051656
The Week,25-08-2024,Bhanu Prakash Chandra,Hotel where THE WEEK stayed to cover Ukraine war hit by missiles,https://www.theweek.in/news/world/2024/08/25/hotel-where-the-week-stayed-to-cover-ukraine-war-hit-by-missiles.html,Neutral,0.814666331
The Week,25-08-2024,Web Desk,‘Those who help guilty also should not be spared’: Modi’s veiled jibe at West Bengal govt over Kolkata rape-murder case,https://www.theweek.in/news/india/2024/08/25/those-who-help-guilty-should-also-not-be-spared-modis-veiled-jibe-at-west-bengal-govt-over-kolkata-rape-murder-case.html,Neutral,0.758389413
The Week,25-08-2024,Web Desk,‘U stands for U-turns’: Congress takes a dig at Centre over UPS,https://www.theweek.in/news/india/2024/08/25/u-stands-for-u-turns-congress-takes-a-dig-at-centre-over-ups.html,Neutral,0.971270382
The Week,25-08-2024,Tariq Bhat,J&K: Candidates rush to file nomination papers as deadline nears,https://www.theweek.in/news/india/2024/08/25/jandk-candidates-rush-to-file-nomination-papers-as-deadline-nears.html,Neutral,0.980126202
The Week,25-08-2024,Web Desk,"Malayalam film industry: Siddique, Ranjith step down over sexual abuse allegations",https://www.theweek.in/news/entertainment/2024/08/25/malayalam-film-industry-siddique-ranjith-step-down-over-sexual-abuse-allegations.html,Neutral,0.672958732
The Week,25-08-2024,Web Desk,"‘Large number of youth without political legacy eager to enter politics’, says Modi in Mann Ki Baat",https://www.theweek.in/news/india/2024/08/25/large-number-of-youth-without-political-legacy-eager-to-enter-politics-says-modi-in-mann-ki-baat.html,Neutral,0.927045047
The Week,25-08-2024,PTI,PM bats for youngsters without political background to enter politics to meet 'Viksit Bharat' goal,https://www.theweek.in/news/india/2024/08/25/pm-bats-for-youngsters-without-political-background-to-enter-politics-to-meet-viksit-bharat-goal.html,Neutral,0.947018564
The Week,25-08-2024,Web Desk,‘Such clarity’: Congress takes a jibe at Amit Shah over delay in population census,https://www.theweek.in/news/india/2024/08/25/such-clarity-congress-takes-a-jibe-at-amit-shah-over-delay-in-population-census.html,Neutral,0.892746449
The Week,25-08-2024,Web Desk,Hezbollah leader says military operation in Israel completed as planned with precision,https://www.theweek.in/news/world/2024/08/25/hezbollah-leader-says-military-operation-in-israel-completed-as-planned-with-precision.html,Neutral,0.891539454
The Week,25-08-2024,Web Desk,Why was Telegram CEO Pavel Durov arrested at a French airport?,https://www.theweek.in/news/biz-tech/2024/08/25/why-was-telegram-ceo-pavel-durov-got-arrested-at-a-french-airport.html,Neutral,0.576246858
The Week,25-08-2024,Web Desk,Now you can schedule your Zomato food delivery order two days in advance,https://www.theweek.in/news/biz-tech/2024/08/25/now-you-can-schedule-your-zomato-food-delivery-order-two-days-in-advance.html,Neutral,0.92862618
The Week,25-08-2024,Web Desk,"Malayalam cinema: ‘Being heinously targeted ever since became Chalachitra Academy head, will fight legally’, says Ranjith",https://www.theweek.in/news/entertainment/2024/08/25/malayalam-cinema-being-heinously-targeted-ever-since-became-chalachitra-academy-head-will-fight-legally-says-ranjith.html,Neutral,0.604695916
The Week,25-08-2024,Web Desk,"Revathy Sampath says she has proof of sexual assault claims against Siddique, accuses Riyaz Khan of sexual advances",https://www.theweek.in/news/entertainment/2024/08/25/revathi-sampath-says-she-has-proof-of-sexual-assault-claims-against-siddique-accuses-riyaz-khan-of-sexual-advances.html,Neutral,0.835041821
The Week,25-08-2024,Reya Mehrotra,Shekhar Krishnamoorthy returns to singing after 27 years since Uphaar Fire,https://www.theweek.in/leisure/society/2024/08/25/shekhar-krishnamoorthy-returns-to-singing-after-27-years-since-uphaar-fire.html,Neutral,0.921112776
The Wire,25-08-2024,The Wire Staff,Beyond Sarkari Hype of Modi in Eastern Europe: How Foreign Policy Was Reduced to an Optical Illusion - The Wire,https://thewire.in/diplomacy/beyond-sarkari-hype-of-modi-in-eastern-europe-how-foreign-policy-was-reduced-to-an-optical-illusion,Negative,0.758444726
The Wire,25-08-2024,The Wire Staff,"In a First, Modi Rating Falls Below 50%, Rahul Gandhi Front-Runner for Post-Modi PM: Survey - The Wire",https://thewire.in/politics/rahul-gandhi-seen-as-front-runner-for-next-pm-in-a-first-modi-ratings-as-outstanding-fall-below-50-survey,Neutral,0.964034319
The Wire,25-08-2024,The Wire Staff,Living Through Floods and a Pandemic: Social Conditions of Safai Karamcharis - The Wire,https://thewire.in/books/living-through-floods-and-a-pandemic-social-conditions-of-safai-karamcharis,Negative,0.783827901
The Wire,25-08-2024,Gaurav Das,Nagaon Gang Rape: Assam CM Himanta Gives Communal Spin; Congress Demands White Paper on Crime Against Women,https://thewire.in/politics/nagaon-gang-rape-assam-cm-himanta-gives-communal-spin-congress-demands-white-paper-on-crime-against-women,Neutral,0.610649109
The Wire,25-08-2024,The Wire Staff,"'Kale Pani da Morcha': Punjab, Haryana and Rajasthan Outfits Protest Against Toxic Pollution in Sutlej River - The Wire",https://thewire.in/rights/kale-pani-da-morcha-punjab-haryana-and-rajasthan-outfits-protest-against-toxic-pollution-in-sutlej-river,Negative,0.597064674
The Wire,25-08-2024,The Wire Staff,The Rise of Dalit Cinema and Its Future - The Wire,https://thewire.in/film/the-rise-of-dalit-cinema-and-its-future,Neutral,0.974139214
The Wire,25-08-2024,"Sanjoy Hazarika, Indiaspend",Road to Myanmar: Beware the Bumps,https://thewire.in/economy/road-to-myanmar-beware-the-bumps,Neutral,0.601458907
The Wire,25-08-2024,The Wire Staff,India’s ‘Sheikh Hasina Problem’ is Not Going Away Easily - The Wire,https://thewire.in/south-asia/indias-sheikh-hasina-problem-is-not-going-away-easily,Negative,0.548551261
The Wire,25-08-2024,The Wire Staff,How Not to Discuss Rape - The Wire,https://thewire.in/women/how-not-to-discuss-rape,Neutral,0.796936691
The Wire,25-08-2024,The Wire Staff,"Decoding the RSS Playbook: New Strategies, Tactics Post-2024 Lok Sabha Polls - The Wire",https://thewire.in/politics/decoding-the-rss-playbook-new-strategies-tactics-post-2024-lok-sabha-polls,Neutral,0.980985343
The Wire,25-08-2024,The Wire Staff,"Israel Launches Strikes in Lebanon, Hezbollah Retaliates - The Wire",https://thewire.in/world/israel-launches-strikes-in-lebanon-hezbollah-retaliates,Neutral,0.846458435
The Wire,25-08-2024,Omar Rashid,"Cheating, Impersonation and Rumours of Paper Leak: UP Police Constable Exam Marred by Irregularities",https://thewire.in/education/cheating-impersonation-and-rumours-of-paper-leak-up-police-constable-exam-marred-by-irregularities,Negative,0.95730716
The Wire,25-08-2024,Sravasti Dasgupta,"Unified Pension Scheme: Govt Reverses 21-Year-Old Pension ‘Reform’, Opp Calls it ‘U-turn’",https://thewire.in/government/unified-pension-scheme-govt-reverses-21-year-old-pension-reform-opp-calls-it-u-turn,Neutral,0.735304475
The Wire,25-08-2024,The Wire Staff,'Spiral of Silence': Study Finds Why Social Media Influencers Shy Away From Posting Against the BJP,https://thewire.in/politics/spiral-of-silence-study-finds-why-social-media-influencers-shy-away-from-posting-against-the-bjp,Neutral,0.7464692
National Herald,25-08-2024,PTI,"Bangladesh: Four more murder cases filed against Hasina, her aides",https://nationalheraldindia.com/international/bangladesh-four-more-murder-cases-filed-against-hasina-her-aides,Neutral,0.590278924
National Herald,25-08-2024,Darshan Ratna Raavan,Why quota within quota matters,https://nationalheraldindia.com/opinion/why-quota-within-quota-matters,Neutral,0.925253272
National Herald,25-08-2024,Nh Digital,Op Kamal in MCD: Five AAP councillors join BJP,https://nationalheraldindia.com/politics/op-kamal-in-mcd-five-aap-councillors-join-bjp,Neutral,0.880779088
National Herald,25-08-2024,PTI,Ban on Jamaat-e-Islami should be revoked: Mehbooba Mufti,https://nationalheraldindia.com/politics/ban-on-jamaat-e-islami-should-be-revoked-mehbooba-mufti,Neutral,0.619199634
National Herald,25-08-2024,Navin Kumar,Maharashtra: Playing for time with fingers crossed and ATMs busy,https://nationalheraldindia.com/national/maharashtra-playing-for-time-with-fingers-crossed-and-atms-busy,Neutral,0.911357045
Telegraph India,25-08-2024,PTI,Mumbai: TISS student dies in rented flat after partying with peers previous night,https://www.telegraphindia.com/india/mumbai-tiss-student-dies-in-rented-flat-after-partying-with-peers-previous-night/cid/2043504,Negative,0.918126941
Telegraph India,25-08-2024,PTI,Seat-sharing formula for Mumbai's 36 assembly constituencies '99% finalised': Sanjay Raut,https://www.telegraphindia.com/india/seat-sharing-formula-for-mumbais-36-assembly-constituencies-99-pc-finalised-sanjay-raut/cid/2043501,Neutral,0.977332354
Telegraph India,25-08-2024,PTI,"Sexual abuse allegations: Ranjit, Siddique quit posts, govt forms special probe team",https://www.telegraphindia.com/india/sexual-abuse-allegations-ranjit-siddique-quit-posts-govt-forms-special-probe-team/cid/2043502,Negative,0.510683298
Telegraph India,25-08-2024,PTI,Trainer aircraft that went missing in Jharkhand located in dam's reservoir,https://www.telegraphindia.com/india/trainer-aircraft-that-went-missing-in-jharkhand-located-in-dams-reservoir/cid/2043494,Neutral,0.519809186
Telegraph India,25-08-2024,PTI,A resident doctor and a medical dresser assaulted in Delhi hospital days after strike ended,https://www.telegraphindia.com/india/a-resident-doctor-and-a-medical-dresser-assaulted-in-delhi-hospital-days-after-strike-ended/cid/2043492,Negative,0.795652092
Telegraph India,25-08-2024,PTI,Odisha: IMD issues heavy rainfall warning for 18 districts,https://www.telegraphindia.com/india/odisha-india-meteorological-department-issues-heavy-rainfall-warning-for-18-districts/cid/2043496,Neutral,0.976690233
Telegraph India,25-08-2024,PTI,Viral photo of actor Darshan allegedly smoking and relaxing in jail sparks controversy,https://www.telegraphindia.com/india/photo-of-jailed-murder-accused-actor-darshan-thoogudeepa-hanging-out-emerges-sparks-debate/cid/2043491,Neutral,0.949727833
Telegraph India,25-08-2024,PTI,No power can stop caste census. Implement now or you will see India's next PM do it,https://www.telegraphindia.com/india/rahul-gandhi-to-pm-modi-implement-caste-census-now-or-you-will-see-indias-next-pm-do-it/cid/2043490,Neutral,0.733060956
Telegraph India,25-08-2024,PTI,Questions raised on alleged allocation of governemnt land to trust run by Kharge family,https://www.telegraphindia.com/india/questions-raised-on-alleged-allocation-of-governemnt-land-to-trust-run-by-kharge-family/cid/2043483,Neutral,0.94231081
Telegraph India,25-08-2024,PTI,Do not demean the debate on serious issue: BJP on Rahul's 'no OBC in Miss India list' remarks,https://www.telegraphindia.com/india/do-not-demean-the-debate-on-serious-issue-bjp-on-rahuls-no-obc-in-miss-india-list-remarks/cid/2043486,Neutral,0.655740082
Telegraph India,25-08-2024,PTI,HC stays NHRC order asking Delhi Police to compensate kin of man who ended life in custody,https://www.telegraphindia.com/india/high-court-stays-national-human-rights-commission-order-asking-delhi-police-to-compensate-kin-of-man-who-ended-life-in-custody/cid/2043463,Neutral,0.897898257
Telegraph India,25-08-2024,PTI,"Woman tonsured, ostracised after Kangaroo court order in Odisha; 4 arrested",https://www.telegraphindia.com/india/woman-tonsured-ostracised-after-kangaroo-court-order-in-odisha-4-arrested/cid/2043471,Negative,0.731242776
Telegraph India,25-08-2024,PTI,"DMK rule golden period of Hindu Religious and Charitable Endowments dept, says Udhayanidhi",https://www.telegraphindia.com/india/dravida-munnetra-kazhagam-rule-golden-period-of-hindu-religious-and-charitable-endowments-department-says-udhayanidhi-stalin/cid/2043472,Positive,0.555946112
Telegraph India,25-08-2024,PTI,Protests in different parts of Assam against gang rape of 14-year-old girl,https://www.telegraphindia.com/india/protests-in-different-parts-of-assam-against-gang-rape-of-14-year-old-girl/cid/2043473,Negative,0.840074301
Telegraph India,25-08-2024,PTI,"Punjab: Man thrashed to death by pastor, eight others 'to get him rid of devil'",https://www.telegraphindia.com/india/punjab-man-thrashed-to-death-by-pastor-eight-others-to-get-him-rid-of-devil/cid/2043470,Negative,0.960914612
Telegraph India,25-08-2024,PTI,Narendra Modi likely to visit Odisha in September to launch 'Subhadra Yojana',https://www.telegraphindia.com/india/prime-minister-narendra-modi-likely-to-visit-odisha-in-september-to-launch-subhadra-yojana/cid/2043469,Neutral,0.84038192
Telegraph India,25-08-2024,PTI,UP: Police constable exam candidate commits suicide over unsatisfactory performance,https://www.telegraphindia.com/india/uttar-pradesh-police-constable-exam-candidate-commits-suicide-over-unsatisfactory-performance/cid/2043466,Negative,0.978171706
Telegraph India,25-08-2024,PTI,"BJP Mahila Morcha leader slams TMC govt over women's safety, warns of repercussions",https://www.telegraphindia.com/india/bjp-leader-warns-mamata-banerjee-government-of-price-to-pay-over-rg-kar-rape-and-murder/cid/2043465,Negative,0.642768621
Telegraph India,25-08-2024,PTI,"Narendra Modi boasts of 'Lakhpati Didi' scheme, highlights Rs 9 lakh crore to SFGs",https://www.telegraphindia.com/india/narendra-modi-boasts-of-lakhpati-didi-scheme-highlights-rs-9-lakh-crore-to-self-help-groups/cid/2043455,Neutral,0.769843698
Telegraph India,25-08-2024,PTI,Crimes against women unpardonable sin. Safety of mothers and daughters is country’s priority,https://www.telegraphindia.com/india/pm-modi-says-crimes-against-women-unpardonable-sin/cid/2043461,Negative,0.937394142
Telegraph India,25-08-2024,PTI,Jharkhand: Search operations continue for sixth day to trace missing trainer aircraft,https://www.telegraphindia.com/india/jharkhand-search-operations-continue-for-sixth-day-to-trace-missing-trainer-aircraft/cid/2043458,Neutral,0.961383462
Telegraph India,25-08-2024,PTI,My government did more for women in 10 years than was done since Independence: PM Modi,https://www.telegraphindia.com/india/narendra-modi-my-government-did-more-for-women-in-10-years-than-was-done-since-independence/cid/2043453,Positive,0.961653888
Telegraph India,25-08-2024,PTI,Amritsar NRI shooting: Five including father of victim's first wife arrested,https://www.telegraphindia.com/india/amritsar-non-residential-indian-shooting-five-including-father-of-victims-first-wife-arrested/cid/2043448,Negative,0.862653196
Telegraph India,25-08-2024,PTI,"Illicit drug trade global issue; India can fight it if we pursue with determination, strategy: Shah",https://www.telegraphindia.com/india/amit-shah-illicit-drug-trade-not-only-a-challenge-for-india-but-also-a-global-issue/cid/2043454,Neutral,0.887508869
